Spreadsheet: A,Spreadsheet: B,Similarity_Distance
Ds4_Eb4.wav,As4_Bb4.wav,5.0
Ds4_Eb4.wav,B4.wav,4.6
Ds4_Eb4.wav,C4.wav,3.1666666666666665
Ds4_Eb4.wav,C5.wav,5.25
Ds4_Eb4.wav,Cs4_Db4.wav,2.6363636363636362
Ds4_Eb4.wav,Cs5_Db5.wav,5.142857142857143
Ds4_Eb4.wav,D4.wav,1.6666666666666667
Ds4_Eb4.wav,D5.wav,4.6
Ds4_Eb4.wav,Ds5_Eb5.wav,5.0
Ds4_Eb4.wav,E4.wav,1.3333333333333333
Ds4_Eb4.wav,F4.wav,2.0
Ds4_Eb4.wav,Fs4_Gb4.wav,3.0
Ds4_Eb4.wav,G4.wav,3.1818181818181817
Ds4_Eb4.wav,Gs4_Ab4.wav,3.923076923076923
Ds5_Eb5.wav,A4.wav,4.333333333333333
Ds5_Eb5.wav,As4_Bb4.wav,3.4166666666666665
Ds5_Eb5.wav,B4.wav,2.888888888888889
Ds5_Eb5.wav,C4.wav,5.125
Ds5_Eb5.wav,C5.wav,3.375
Ds5_Eb5.wav,Cs4_Db4.wav,5.3
Ds5_Eb5.wav,Cs5_Db5.wav,1.625
Ds5_Eb5.wav,D4.wav,5.25
Ds5_Eb5.wav,D5.wav,2.2142857142857144
Ds5_Eb5.wav,Ds4_Eb4.wav,5.5
Ds5_Eb5.wav,E4.wav,4.545454545454546
Ds5_Eb5.wav,F4.wav,4.4
Ds5_Eb5.wav,Fs4_Gb4.wav,4.166666666666667
Ds5_Eb5.wav,G4.wav,3.75
Ds5_Eb5.wav,Gs4_Ab4.wav,3.1818181818181817
E4.wav,A4.wav,3.125
E4.wav,As4_Bb4.wav,3.4
E4.wav,B4.wav,4.444444444444445
E4.wav,C4.wav,3.25
E4.wav,C5.wav,3.7142857142857144
E4.wav,Cs4_Db4.wav,3.5
E4.wav,Cs5_Db5.wav,5.111111111111111
E4.wav,D4.wav,2.8
E4.wav,D5.wav,5.0
E4.wav,Ds4_Eb4.wav,2.076923076923077
E4.wav,Ds5_Eb5.wav,5.0
E4.wav,F4.wav,2.3333333333333335
E4.wav,Fs4_Gb4.wav,1.8888888888888888
E4.wav,G4.wav,3.2
E4.wav,Gs4_Ab4.wav,2.6
F4.wav,A4.wav,3.0
F4.wav,As4_Bb4.wav,3.6666666666666665
F4.wav,B4.wav,3.6
F4.wav,C4.wav,3.125
F4.wav,C5.wav,4.285714285714286
F4.wav,Cs4_Db4.wav,2.9
F4.wav,Cs5_Db5.wav,4.75
F4.wav,D4.wav,3.4444444444444446
F4.wav,D5.wav,5.0
F4.wav,Ds4_Eb4.wav,3.1
F4.wav,Ds5_Eb5.wav,4.888888888888889
F4.wav,E4.wav,1.8571428571428572
F4.wav,Fs4_Gb4.wav,2.5
F4.wav,G4.wav,2.7777777777777777
F4.wav,Gs4_Ab4.wav,3.7
Fs4_Gb4.wav,A4.wav,2.8
Fs4_Gb4.wav,As4_Bb4.wav,3.2
Fs4_Gb4.wav,B4.wav,3.909090909090909
Fs4_Gb4.wav,C4.wav,4.833333333333333
Fs4_Gb4.wav,C5.wav,4.625
Fs4_Gb4.wav,Cs4_Db4.wav,4.2
Fs4_Gb4.wav,Cs5_Db5.wav,3.909090909090909
Fs4_Gb4.wav,D4.wav,3.25
Fs4_Gb4.wav,D5.wav,5.111111111111111
Fs4_Gb4.wav,Ds4_Eb4.wav,2.5454545454545454
Fs4_Gb4.wav,Ds5_Eb5.wav,5.285714285714286
Fs4_Gb4.wav,E4.wav,2.4
Fs4_Gb4.wav,F4.wav,1.7142857142857142
Fs4_Gb4.wav,G4.wav,2.6666666666666665
Fs4_Gb4.wav,Gs4_Ab4.wav,2.6666666666666665
G4.wav,A4.wav,3.090909090909091
G4.wav,As4_Bb4.wav,3.2222222222222223
G4.wav,B4.wav,3.5833333333333335
G4.wav,C4.wav,4.2727272727272725
G4.wav,C5.wav,4.0
G4.wav,Cs4_Db4.wav,4.285714285714286
G4.wav,Cs5_Db5.wav,3.5
G4.wav,D4.wav,4.2727272727272725
G4.wav,D5.wav,4.636363636363637
G4.wav,Ds4_Eb4.wav,3.5
G4.wav,Ds5_Eb5.wav,4.6
G4.wav,E4.wav,2.2222222222222223
G4.wav,F4.wav,3.5
G4.wav,Fs4_Gb4.wav,2.0
G4.wav,Gs4_Ab4.wav,2.9
Gs4_Ab4.wav,A4.wav,2.4444444444444446
Gs4_Ab4.wav,As4_Bb4.wav,2.888888888888889
Gs4_Ab4.wav,B4.wav,3.2857142857142856
Gs4_Ab4.wav,C4.wav,4.875
Gs4_Ab4.wav,C5.wav,3.6666666666666665
Gs4_Ab4.wav,Cs4_Db4.wav,3.6666666666666665
Gs4_Ab4.wav,Cs5_Db5.wav,4.166666666666667
Gs4_Ab4.wav,D4.wav,3.888888888888889
Gs4_Ab4.wav,D5.wav,3.5
Gs4_Ab4.wav,Ds4_Eb4.wav,4.333333333333333
Gs4_Ab4.wav,Ds5_Eb5.wav,4.875
Gs4_Ab4.wav,E4.wav,4.333333333333333
Gs4_Ab4.wav,F4.wav,2.1
Gs4_Ab4.wav,Fs4_Gb4.wav,2.6
Gs4_Ab4.wav,G4.wav,2.0
