Spreadsheet: A,Spreadsheet: B,Similarity_Distance
G4.wav,B4.wav,3.5833333333333300
G4.wav,C4.wav,4.2727272727272700
G4.wav,C5.wav,4.0
G4.wav,C#4_Db4.wav,4.285714285714290
G4.wav,C#5_Db5.wav,3.5
G4.wav,D4.wav,4.2727272727272700
G4.wav,D5.wav,4.636363636363640
G4.wav,D#4_Eb4.wav,3.5
G4.wav,D#5_Eb5.wav,4.6
G4.wav,E4.wav,2.2222222222222200
G4.wav,F4.wav,3.5
G4.wav,F#4_Gb4.wav,2.0
G4.wav,G#4_Ab4.wav,2.9
G#4_Ab4.wav,A4.wav,2.4444444444444400
G#4_Ab4.wav,A#4_Bb4.wav,2.888888888888890
G#4_Ab4.wav,B4.wav,3.2857142857142900
G#4_Ab4.wav,C4.wav,4.875
G#4_Ab4.wav,C5.wav,3.6666666666666700
G#4_Ab4.wav,C#4_Db4.wav,3.6666666666666700
G#4_Ab4.wav,C#5_Db5.wav,4.166666666666670
G#4_Ab4.wav,D4.wav,3.888888888888890
G#4_Ab4.wav,D5.wav,3.5
G#4_Ab4.wav,D#4_Eb4.wav,4.333333333333330
G#4_Ab4.wav,D#5_Eb5.wav,4.875
G#4_Ab4.wav,E4.wav,4.333333333333330
G#4_Ab4.wav,F4.wav,2.1
G#4_Ab4.wav,F#4_Gb4.wav,2.6
G#4_Ab4.wav,G4.wav,2.0
